barcode;nama;harga
8992700000000;Mitraku Bakso Salmon (500gr);28500
8992700000000;Mitraku Baso Ikan (1kg);56000
8992700000000;Mitraku Baso Ikan Lobster (1kg);53000
8992700000000;Mitraku Chikuwa Mini (1kg);55000
8992700000000;Mitraku Chikuwa Mini (500gr);30000
123456786;Mitraku Dumpling Aneka Rasa (250gr);16500
8992700000000;Mitraku Dumpling Aneka Rasa (500gr);32000
8992700000000;Mitraku Dumpling Ayam (1kg);55000
1234599;Mitraku Dumpling Ayam (250gr);15000
8992700000000;Mitraku Dumpling Ayam (500gr);55000
123481;Mitraku Dumpling Bolognese (1kg);53000
8992700000000;Mitraku Dumpling Bolognese (500gr);29000
8992700000000;Mitraku Dumpling Kari (250gr);15000
8992700000000;Mitraku Dumpling Kari (500gr);29000
8992700000000;Mitraku Dumpling Keju (1kg);55000
123484;Mitraku Dumpling Keju (250gr);15000
8992700000000;Mitraku Dumpling Keju (500gr);28500
8992700000000;Mitraku Dumpling Rendang (1kg);55000
8992700000000;Mitraku Dumpling Rendang (500gr);29000
89927000000000;Mitraku Fish Cake Singapore (1kg);55000
89927000000000;Mitraku Fish Cake Singapore (500gr);28000
8992700000000;Mitraku Fish Roll (1kg);50000
8992700000000;Mitraku Fish Roll (250gr);13000
8992700000000;Mitraku Fish Roll (500gr);23000
8992700000000;Mitraku Fish Roll Bbq (500gr);23000
123489;Mitraku Fish Tofu (1kg);56000
8992700000000;Mitraku Otak-Otak Singapore (1kg);55000
123492;Mitraku Scallop (1kg);40000
8992700000000;Mitraku Scallop (500gr);24000
8992700000000;Mitraku Shrimp Tail (1kg);62000
8992700000000;Mitraku Shrimp Tail (450gr);28500
8992700000000;Mitraku Siomay (500gr);48500
102747;Mitraku crab stik (250gr);17000
8992750000000;Mizone (500ml);6000
9000000000000;Molto Farfum Boost Elegant Raspbery (11ml);500
9000000000000;Molto Farfum Protect Morning Fresh (10ml);500
9000000000000;Molto Parfum Boost Elegant Raspbery (18ml);1000
9000000000000;Molto Parfum Boost Korean Straw (11ml);500
9000000000000;Molto Parfum Protect Sunshine Bloomy (18ml);1000
9000000000000;Molto Pure Soft&Gen (18ml);1000
1234590;Murateku Dumpling Ayam (500gr);30500
5413080000000;Mydble Shoestring (1kg);38500
123496;Mydble Shoestring (500gr);20500
123497;Mydble Shoestring Transp (2,5kg);92500
8997230000000;Nori Java (10pcs);28000
123499;Nori Rumput Laut Mamasuka (250gr);12500
8993210000000;Okey  Chicken Sausage (500gr);23500
123501;Okey Burger Mini Daging Sapi & Ayam (280gr);10500
8993210000000;Okey Chicken Sausage (1kg);45000
8993210000000;Okey Chicken Stick (500gr);23500
8993210000000;Okey Nugget (500gr);23500
899207000000;Okey Sosis Bakar Jumbo (500gr);29500
8993210000000;Okey Sosis Bakar Mini (500gr);29500
8997230000000;Pak Kumiz Da50 (50pcs);45000
8997230000000;Pak Kumiz Gt05 (5pcs);29000
8997230000000;Pak Kumiz Ip25 (25pcs);15000
8997230000000;Pak Kumiz Lt50 (50pcs);36000
8997230000000;Pak Kumiz Mt10 (10pcs);14000
8997230000000;Pak Kumiz Mt50 (50pcs);46000
8997230000000;Pak Kumiz Pm10 (10pcs);15000
8997230000000;Pak Kumiz Pm50 (50pcs);57000
8997230000000;Pak Kumiz Pt10 (10pcs);19000
8997230000000;Pak Kumiz Pt40 (40pcs);62000
123502;Pak Kumiz Ts25 (25pcs);38000
8997230000000;Pak Kumiz Un25 (25pcs);15000
102724;Palmia Margarin (200gr);7500
123673;Panglima Bakso (50pcs);27500
102628;Pelangi Donat Mini 20 (500gr);18500
123462;Pelangi Jelly (500gr);8000
9780200000000;Pelangi Jelly Bubble Mini Rasa Leci (500gr);13000
8992510000000;Pelangi Minipo Coklat (500gr);15000
8992510000000;Pelangi Minipo Pandan (500gr);15000
8992510000000;Pelangi Minipo Strawberry (500gr);15000
8992510000000;Pelangi Minipo Vanila (500gr);15000
102683;Pembelian Aset; - 
9000000000000;Pepsodent Sikat Gigi 5Star;5000
9000000000000;Pepsodent White Pasta Gigi (120gr);10000
9000000000000;Pepsodent White Pasta Gigi (190gr);14000
8997240000000;Perfectio  Sosis Ayam Bakar 12 (500gr);27000
8997240000000;Perfectio Chicken Karage (250gr);22000
8997240000000;Perfectio Chicken Karage (500gr);43000
123455;Perfectio Chicken Skin (300gr);26500
8997240000000;Perfectio Nugget Vanfood (250gr);10000
102637;Perfectio Nugget Vanfood (500gr);18000
102735;Perfectio Spicy Wings (450gr);45000
8993490000000;Perfetto Keju Mozarella (250gr);38500
8997040000000;Pocari Sweat (500ml);7500
102740;Pop Mie Pedas Squad Kuah baso Granat (77gr);5500
8992850000000;Prima Agung Saus Mentai (1000g);50000
8992850000000;Prima Agung Saus Mentai (100g);11000
8992850000000;Prima Agung Saus Mentai (250g);20500
8992850000000;Prima Agung Saus Mentai (500g);31000
8997240000000;Prima Tahu Bakso (250gr);14500
102732;Qarmel Beef Slice Teriyaki (500gr);59000
102606;Qarmel Beef Slice Yoshinoya(500gr);57000
123660;Qarmel Kebab Ori (10pcs);24000
123661;Qarmel Kebab Spicy (10pcs);25500
8993230000000;Refina Beras Premium (5kg);75000
8993230000000;Refina Garam Meja (250gr);4000
8997230000000;Rice Paper (10Sht);12000
9000000000000;Rinso Anti Noda + Molto Rose Fresh Paw (40gr);1000
9000000000000;Rinso Anti Noda + Molto Rose Fresh Paw (770gr);20000
9000000000000;Rinso Anti Noda Rose Fresh Paw (380gr);10000
9000000000000;Rinso Anti Noda Rose Fresh paw (195gr);5000
9000000000000;Rinso Anti Noda Rose Liquid (40gr);1000
9000000000000;Rinso Anti Noda Signature Perfume paw (195gr);5000
9000000000000;Rinso Anti Noda+ Molto Farfum Ess Paw (40gr);1000
9000000000000;Rinso Anti Noda+ Molto Rose Fresh Liq (700ml);19000
9000000000000;Rinso Antinoda + Molto Classic Fresh Paw (40gr);1000
9000000000000;Rinso Antinoda Classic Fresh Liquid (40gr);1000
9000000000000;Rinso Antinoda Farfum Ess Liquid (20gr);500
9000000000000;Rinso Antinoda Farfum Ess Liquid (40gr);1000
123456788;Rojolele Beras (5kg);70000
8993090000000;Rose Brand Gula (1kg);18000
8993090000000;Rose Brand Margarine (200gr);5500
8993090000000;Rose Brand Santan Kara (65ml);5000
9000000000000;Royco Kaldu Ayam Kampung (8gr);500
9000000000000;Royco Kaldu Ayam Kampung (94gr);7000
9000000000000;Royco Kaldu Iga&Sumsum Sapi (8gr);500
9000000000000;Royco Kaldu Iga&Sumsum Sapi (94gr);7000
8993110000000;SO Nice Nugget (250gr);14000
8993110000000;SO Nice Nugget (500gr);22000
8993110000000;SO Nice Nugget Stick (500gr);22000
8993110000000;SO Nice Sosis (1kg);33000
8993110000000;SO Nice Sosis (375gr);15500
8993110000000;SO Nice Stick (250gr);14000
123480;Sagara Beef Slice Teriyaki (500gr);58000
8992770000000;Sajiku Golden Crispy (200gr);6500
8992770000000;Sajiku Tepung Bumbu (220gr);6500
8997240000000;Sakana Dimsum Ayam (250gr);19000
8997240000000;Sakana Egg Roll;18500
8991000000000;Sakana Ekado (500gr);26500
102737;Sakana Kekian (500gr);29000
8997240000000;Sakana Lumpia Ikan (500gr);25000
12265;Sakana Otak-Otak (250gr);12500
8991000000000;Sakana Otak-Otak Panjang (500gr);21000
8997240000000;Sakana Pempek Lenjer (500gr);25000
123456787;Sakana Pempek Selam Kecil (500gr);30000
8991000000000;Sakana Siomay (500gr);26000
8997240000000;Sakana Siomay Ayam Gyoza (250gr);18000
8997240000000;Sakana Siomay Mini (250gr);15000
8997240000000;Sakana Tahu Bakso Ikan (500gr);25000
8997220000000;Salam Bakso Ayam (500gr);18500
8997220000000;Salam Bakso Ayam Kerikil (500gr);18000
8997220000000;Salam Bakso Sapi (500gr);22000
8997220000000;Salam Kornet Ayam Koin (500gr);20000
8997220000000;Salam Kornet Ayam Kotak (450gr);18000
8997220000000;Salam Naget Ayam (1kg);36000
8997220000000;Salam Naget Ayam (250gr);11000
8997220000000;Salam Naget Ayam (500gr);18500
8997220000000;Salam Naget Hati (500gr);18500
8997220000000;Salam Naget Stick (250gr);11000
8997220000000;Salam Naget Stick Ayam (500gr);18500
123504;Salam Scalop Ayam (500gr);20000
8997220000000;Salam Sosis Ayam (375gr);15000
8997220000000;Salam Sosis Ayam (500gr);18000
8997220000000;Salam Sosis Ayam Long (1kg);35000
8997220000000;Salam Sosis Ayam Merah (500gr);17500
123506;Salam Sosis Ayam Merah 40 (1kg);35000
8997220000000;Salam Sosis Ayam Short (1kg);35000
8997220000000;Salam Sosis Bakar Jumbo (500gr);28500
8997220000000;Salam Sosis Bakar Kombinasi Mini (500gr);28500
8997220000000;Salam Sosis Bakar kombinasi Jumbo 8 (600gr);29000
8997220000000;Salam Sosis Sapi Long (500gr);19000
8992770000000;Saori Saos Teriyaki (135ml);10500
123507;Saori Saos Teriyaki (1ltr);57000
8992770000000;Saori Saos Teriyaki (275ml);19500
8992770000000;Saori Saos Tiram (133ml);10500
8992770000000;Saori Saos Tiram (1ltr);53000
8992770000000;Saori Saos Tiram (270ml);19500
9000000000000;Sariwangi Teh Asli Celup (25ktg);7000
123510;Seafood Curah;60000
8801500;Shaka Beef Slice (500gr);55000
8802500;Shaka Beef Slice Low Fat (500gr);59000
123520;Slice Dada Ayam (500gr);33500
8993110000000;So Eco Naget Ayam (1kg);33500
8993110000000;So Eco Naget Ayam (500gr);17500
123521;So Eco Sosis Merah (750gr);25500
123524;Sumpit Import;9000
102646;Sumpit Inti Bumi Kulit Dimsum 8cm;7500
102660;Sumpit Inti Bumi Kulit Pangsit 9x9;7500
123512;Sunfish Bakso Ikan isi 50 (500gr);25000
8997040000000;Sunfish Bakso Rebus Mix (500gr);28000
8997040000000;Sunfish Bakso Salmon (500gr);29000
8997040000000;Sunfish Chikuwa Long (500gr);27000
9789700000000;Sunfish Chikuwa Mini (500gr);27000
8997040000000;Sunfish Crab Stick (1kg);52000
8997040000000;Sunfish Crab Stick (250gr);16000
35790339;Sunfish Crab Stick (500gr);48000
123517;Sunfish Crab Stik (500gr);28000
8997040000000;Sunfish Dumpling Cheese (500gr);27000
8997040000000;Sunfish Dumpling Chicken (500gr);27000
123513;Sunfish Dumpling Matcha;29000
8997040000000;Sunfish Ekor Udang (450gr);29500
8997040000000;Sunfish Fish Ball isi 25 (500gr);24000
8997040000000;Sunfish Fish Roll (1kg);51000
8997040000000;Sunfish Fish Roll (250gr);13500
8997040000000;Sunfish Fish Roll (500gr);25000
8997040000000;Sunfish Hati Ikan (500gr);23000
8997040000000;Sunfish Kaki Naga (500gr);18000
8997040000000;Sunfish Kembang Cumi (500gr);29000
123516;Sunfish Kue Ikan (500gr);23000
8997040000000;Sunfish Narutomaki (500gr);25000
8997040000000;Sunfish Olahan Odeng Korea (500gr);24000
8997040000000;Sunfish Otak-Otak 10' (500gr);22000
8997040000000;Sunfish Otak-Otak 20 (500gr);22000
123518;Sunfish Otak-Otak 40' (500gr);23000
8997040000000;Sunfish Shrimp Roll (500gr);25000
9000000000000;Sunlight Jeruk Nipis 100 (230ml);5000
9000000000000;Sunlight Jeruk Nipis 100 (375ml);8000
9000000000000;Sunlight Jeruk Nipis 100 (640ml);17500
9000000000000;Sunlight Jeruk Nipis 100 (90ml);2000
9000000000000;SuperPel Japan Apple&Peony (770ml);13500
9000000000000;Superpel Lemon (770ml);13500
123525;Tamma Daging Kebab (2kg) TT;123000
123526;Tamma Daging Kebab Sapi (1kg);61500
123527;Tamma Daging Kebab Sapi (2kg) DT;127000
5161010212;Tamma Kebab Choco Caramel (10pcs);27500
5161010211;Tamma Kebab Original (10pcs);26000
123528;Tamma Kebab Spicy (10pcs);27000
123529;Tamma Maryam Coklat (5pcs);24000
123530;Tamma Maryam Original (5pcs);16500
123531;Tamma Tortilla Besar (25cm);27000
123532;Tamma Tortilla Catering (17cm);20000
123533;Tamma Tortilla Catering Premium;20000
123534;Tamma Tortilla Mini (20cm);22500
123535;Tamma Tortilla Sedang (23cm);24500
123536;Tasty  Max Gold Brats Cocktail (500gr);35500
8997020000000;Tasty Max Brats Ori (500gr);33000
8997020000000;Tasty Max Gold Brats Keju (500gr);37000
8997020000000;Tasty Max Gold Brats Lada Hitam;34000
8997020000000;Tasty Max Gold Brats Mini Ori;33000
123538;Tasty Meat Slice Lemak (450gr);55000
123537;Tasty Meat Suki Low Fat (450gr);54000
8996010000000;Teh Botol Sosro (300ml);4000
8886010000000;Teh Poci Celup (25);6000
8886010000000;Teh Sosro Celup (25);6000
8997010000000;Teman Laut Bakso Ikan (500gr);20000
8997010000000;Teman Laut Bakso Udang (500gr);20000
8997010000000;Teman Laut Coin Mushroom (500gr);21000
8997010000000;Teman Laut Coin Star (500gr);21000
8993090000000;Tepung Beras Pak Tani (500gr);8500
8993090000000;Tepung Beras Rose Brand (500gr);8500
102693;Tepung Cakra Kembar (1kg);13000
8993090000000;Tepung Maizena Rose Brand (250gr);5000
8992740000000;Tomyum Bamboe (60gr);10000
8995180000000;Topi Kok Beras (5kg);75000
6922130000000;Totole Kaldu Jamur (40gr);7500
6922130000000;Totole Kaldu Jamur (80gr);14000
1638250000000;Tusuk Pentol Koki Panda (150gr);5000
123541;Tusuk Pentol Koki Panda (180gr);5000
123542;Tusuk Sate Koki Panda (400gr);10000
123543;"Udang Kupas ""S"" (500gr)";42500
123544;Uenaak Coin Nugget UMM (250gr);14000
102743;Umiami Ayam Udang Kribo (270gr);22000
9986450000000;Umiami Kornet Ayam (500gr);17500
9986450000000;Umiami Kornet Sapi (500gr);17500
8997030000000;Umiami Minipao Ayam (500gr);14000
8997030000000;Umiami Minipao Coklat (500gr);14000
102668;Umiami Minipao Pisang (500gr);8500
8997030000000;Umiami Minipao Sapi (500gr);14000
8997030000000;Umiami Minipao Strawberry (500gr);14000
9986260000000;Umiami Siomay (15pcs);19500
123547;Umiami Siomay (60pcs);41500
123550;VIT Air Mineral (330ml);2000
8992750000000;VIT Air Mineral (550ml);3500
8995560000000;Vigo Bakso Ayam 50;18500
123548;Vigo Bakso Mercon (50pcs);31000
123549;Vigo Bakso Sapi (50pcs);25500
8995560000000;Vigo Baso Ayam Kerikil (500gr);17000
102690;Vigo Beef Burger 10;9000
102691;Vigo Beef Burger 20;10000
102692;Vigo Kornet Ayam;15000
102703;Vigo Sosis Ayam Kombinasi 15 (375gr);18000
102645;Vigo Sosis Ayam Ulir Panjang 15 (500gr);18000
8995560000000;Vigo Sosis Bakar Jumbo (7pcs);26000
8995560000000;Vigo Sosis Bakar Mini (12pcs);26000
8995560000000;Vigo Sosis SP (30pcs);26000
8995560000000;Vigo Sosis Sapi 15' (375gr);13500
8992750000000;Vit mineral (1500ml);5000
12304;Vit mineral (200ml);23000
8997210000000;Vitalia Burger (250gr);9500
8997210000000;Vitalia Burger (280gr);10500
8997210000000;Vitalia Nugget (250gr);11000
102741;Vitalia Shoestring kg (1000gr);28000
777740;Warisan Bakso AB (25pcs);15000
123553;Warisan Bakso AB (50pcs);28000
123554;Warisan Bakso AB BMS (25pcs);22000
123555;Warisan Bakso AB BMSK (50pcs);22000
123551;Warisan Bakso Ayam (50pcs);25000
102750;Warisan Bakso Brekele (5);18500
35400001;Warisan Bakso Sapi (600gr);22000
123556;Warisan Bakso Super M (50pcs);25000
123557;Warisan Bakso Urat (50pcs);27000
123558;Yogurt Stick Long;12000
123559;Yogurt Stick Short;11500
8998080000000;Yona Beef Patties (500gr);41000
123560;Yona Nugget Ayam Hati (500gr);35000
123561;Yona Sosis Bakar Jumbo (500gr);35000
123562;Yona Sosis SP Bakar Mini (500gr);36000
8997220000000;Zaitun Chicken Karage (500gr);43000
8997220000000;Zaitun Chicken Katsu (500gr);41000
8997220000000;Zaitun Crispy Crunch (250gr);18500
102647;Zaitun Crispy Nuget (400gr);34500
8997220000000;Zaitun Crispy Nugget (250gr);22000
8997220000000;Zaitun Crispy Nugget (500gr);41000
8997220000000;Zaitun Sosis Beef Breakfast (500gr);72000
8997220000000;Zaitun Spicy Wing (500gr);45500
8997220000000;Zaitun Stikie Cheese (500gr);39000
102717;Zaitun chicken Pok-POk (500gr);40000
